Accepted name (dwc:acceptedNameUsage),Conservation code (dwc:threatStatus),Kingdom (dwc:kingdom),Phylum (dwc:phylum),Class (dwc:class),Order (dwc:order),Family (dwc:family),Native/introduced/feral (dwc:establishmentMeans),Search Area,Search Parameters
"Colluricincla harmonica (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Coracina novaehollandiae (Gmelin, 1789)",,Animalia,Chordata,Aves,Passeriformes,Campephagidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Crenadactylus naso Storr, 1978",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Crinia bilingua Martin, Tyler & Davies, 1980",,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
Cryptoblepharus,,Animalia,Chordata,Reptilia,Squamata,Scincidae,,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Cryptoblepharus metallicus (Boulenger, 1887)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Cryptoblepharus ruber Borner & Schuttler, 1981",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Ctenophorus caudicinctus (Günther, 1875)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Ctenophorus slateri (Storr, 1967)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Ctenotus inornatus (Gray, 1845)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Ctenotus saxatilis Storr, 1970",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Cyclorana australis (Gray, 1842)",,Animalia,Chordata,Amphibia,Anura,"Pelodryadidae Günther, 1858",native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Cyclorana longipes Tyler & Martin, 1977",,Animalia,Chordata,Amphibia,Anura,"Pelodryadidae Günther, 1858",native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Diporiphora sobria Storr, 1974",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Diporiphora winneckei Lucas & Frost, 1896",,Animalia,Chordata,Reptilia,Squamata,Agamidae,uncertain,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
Gehyra,,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Gehyra australis Gray, 1845",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Gehyra gemina Oliver, Prasetya, Tedeschi, Fenker, Ellis, Doughty & Moritz, 2019",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Gehyra nana Storr, 1978",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Geophaps plumifera Gould, 1842",,Animalia,Chordata,Aves,Columbiformes,Columbidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Grallina cyanoleuca (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Monarchidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Haplochernes Beier, 1932",,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Chernetidae,,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Hephaestus jenkinsi (Whitley, 1945)",,Animalia,Chordata,Actinopterygii,Perciformes,Terapontidae,,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Heteronotia binoei (Gray, 1845)",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Lerista borealis Storr, 1972",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Lipotriches (Austronomia) flavoviridis (Cockerell, 1905)",,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Litoria caerulea (White, 1790)",,Animalia,Chordata,Amphibia,Anura,Pelodryadidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Litoria coplandi (Tyler, 1968)",,Animalia,Chordata,Amphibia,Anura,Pelodryadidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Litoria inermis (Peters, 1867)",,Animalia,Chordata,Amphibia,Anura,"Pelodryadidae Günther, 1858",native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Litoria rubella Gray, 1842",,Animalia,Chordata,Amphibia,Anura,"Pelodryadidae Günther, 1858",native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Litoria watjulumensis (Copland, 1957)",,Animalia,Chordata,Amphibia,Anura,Pelodryadidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Lophognathus horneri Melville, Ritchie, Chapple, Glor & Schulte, 2018",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Lucasium stenodactylus (Boulenger, 1896)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Manorina flavigula (Gould, 1840)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Melanotaenia australis (Castelnau, 1875)",,Animalia,Chordata,"Actinopterygii Klein, 1885",Atheriniformes,Melanotaeniidae,,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Menetia maini Storr, 1976",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Neosilurus hyrtlii Steindachner, 1867",,Animalia,Chordata,"Actinopterygii Klein, 1885",Siluriformes,Plotosidae,,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Neosilurus pseudospinosus Allen & Feinberg, 1998",,Animalia,Chordata,"Actinopterygii Klein, 1885",Siluriformes,Plotosidae,,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Ninox boobook (Latham, 1801)",,Animalia,Chordata,Aves,Strigiformes,Strigidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Nomia (Hoplonomia) lyonsiae Cockerell, 1912",,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Osphranter antilopinus (Gould, 1842)",,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Philemon citreogularis (Gould, 1837)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Planigale maculata (Gould, 1851)",,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Platycercus venustus (Kuhl, 1820)",,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Platyplectrum ornatum (Gray, 1842)",,Animalia,Chordata,Amphibia,Anura,Bufonidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Pomatostomus temporalis (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Pomatostomidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Pseudomys desertor Troughton, 1932",,Animalia,Chordata,Mammalia,Rodentia,Muridae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Pseudomys nanus (Gould, 1858)",,Animalia,Chordata,Mammalia,Rodentia,Muridae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Ptilotula plumula (Gould, 1841)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Saccolaimus saccolaimus (Temminck, 1838)",Parent of conservation listed taxa,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Taphozous georgianus Thomas, 1915",,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Uperoleia borealis Tyler, Davies & Martin, 1981",,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Vermicella intermedia Keogh & Smith, 1996",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Vespadelus caurinus (Thomas, 1914)",,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Vespadelus douglasorum (Kitchener, 1976)",P2,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
"Zyzomys argurus (Thomas, 1889)",,Animalia,Chordata,Mammalia,Rodentia,Muridae,native,"User defined circle: [[128.02506, -17.35106]] 20.0 km.",kingdoms: ['Animalia']
