Accepted name (dwc:acceptedNameUsage),Conservation code (dwc:threatStatus),Kingdom (dwc:kingdom),Phylum (dwc:phylum),Class (dwc:class),Order (dwc:order),Family (dwc:family),Native/introduced/feral (dwc:establishmentMeans),Search Area,Search Parameters
"Crinia pseudinsignifera (Main, 1957)",,Animalia,Chordata,Amphibia,Anura,Myobatrachidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Ctenophorus cristatus (Gray, 1841)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Ctenophorus salinarum (Storr, 1966)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Dasyurus geoffroii Gould, 1841",VU,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Dromaius novaehollandiae (Latham, 1790)",,Animalia,Chordata,Aves,Casuariiformes,Casuariidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Drymodes brunneopygia Gould, 1841",,Animalia,Chordata,Aves,Passeriformes,Petroicidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Encoptarthria echemophthalma (Simon, 1908)",,Animalia,Arthropoda,Arachnida,Araneae,Gnaphosidae,,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Eopsaltria griseogularis Gould, 1838",,Animalia,Chordata,Aves,Passeriformes,Petroicidae,,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Eucyrtops Pocock, 1897",,Animalia,Arthropoda,Arachnida,Araneae,Idiopidae,,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Gavicalis virescens (Vieillot, 1817)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Gliciphila melanops (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Idiosoma castellum (Main, 1986)",P4,Animalia,Arthropoda,Arachnida,"Araneae Clerck, 1757","Idiopidae Simon, 1889",native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Isoodon fusciventer (Gray, 1841)",P4,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Leipoa ocellata Gould, 1840",VU,Animalia,Chordata,Aves,Galliformes,Megapodiidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Lichenostomus cratitius (Gould, 1841)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Lichmera indistincta (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Lucasium maini (Kluge, 1962)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Macropus fuliginosus (Desmarest, 1817)",,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Macropus fuliginosus melanops Gould, 1842",,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Macrotis lagotis (Reid, 1837)",VU,Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Malurus pulcherrimus Gould, 1844",,Animalia,Chordata,Aves,Passeriformes,Maluridae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Melithreptus brevirostris (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Morethia obscura (Storr, 1973)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Neobatrachus albipes Roberts, Mahony, Kendrick & Majors, 1991",,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Neobatrachus kunapalari Mahony & Roberts, 1986",,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Neobatrachus sutor Main, 1957",,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Neocuris viridimicans Fairmaire, 1877",,Animalia,Arthropoda,Insecta,Coleoptera,"Buprestidae Leach, 1815",,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Nephrurus stellatus Storr, 1968",,Animalia,Chordata,Reptilia,Squamata,Carphodactylidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Nesoptilotis leucotis (Latham & Günther, 1802)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Notamacropus irma (Jourdan, 1837)",P4,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Oreoica gutturalis (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Oreoicidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Paroplocephalus atriceps (Storr, 1980)",P3,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Parvipsitta porphyrocephala (Dietrichsen, 1837)",,Animalia,Chordata,Aves,Psittaciformes,Psittaculidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Petrochelidon nigricans (Vieillot, 1817)",,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Phaps chalcoptera (Latham, 1790)",,Animalia,Chordata,Aves,Columbiformes,Columbidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Polyzosteria flavomaculosa Mackerras, 1965",,Animalia,Arthropoda,Insecta,"Blattodea Brunner von Wattenwyl, 1882",Blattidae,,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Pseudonaja mengdeni Wells & Wellington, 1985",,Animalia,Chordata,Reptilia,Squamata,Elapidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Ptilotula ornata (Gould, 1838)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Purnella albifrons Gould, 1841",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Smicrornis brevirostris (Gould, 1838)",,Animalia,Chordata,Aves,Passeriformes,Acanthizidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Strepera versicolor (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Cracticidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Strophurus spinigerus inornatus (Storr, 1988)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Suta gouldii (Gray, 1841)",,Animalia,Chordata,Reptilia,Squamata,Elapidae,,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Tachyglossus aculeatus (Shaw, 1792)",,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Urodacus novaehollandiae Peters, 1861",,Animalia,Arthropoda,Arachnida,Scorpiones,Urodacidae,,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
"Vespadelus regulus (Thomas, 1906)",,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,native,"User defined circle: [[119.76839, -32.10358]] 20.0 km.",kingdoms: ['Animalia']
