Accepted name (dwc:acceptedNameUsage),Conservation code (dwc:threatStatus),Kingdom (dwc:kingdom),Phylum (dwc:phylum),Class (dwc:class),Order (dwc:order),Family (dwc:family),Native/introduced/feral (dwc:establishmentMeans),Search Area,Search Parameters
"Cacomantis flabelliformis (Latham, 1802)",,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Camponotus aurocinctus (Smith, 1858)",,Animalia,Arthropoda,Insecta,Hymenoptera,"Formicidae Latreille, 1809",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Camponotus postcornutus Clark, 1930",,Animalia,Arthropoda,Insecta,Hymenoptera,Formicidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Camponotus versicolor Clark, 1930",,Animalia,Arthropoda,Insecta,Hymenoptera,"Formicidae Latreille, 1809",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Camponotus whitei Wheeler, 1915",,Animalia,Arthropoda,Insecta,Hymenoptera,"Formicidae Latreille, 1809",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Castiarina atricollis (Saunders, 1869)",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Castiarina hostilis (Blackburn, 1892)",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Castiarina kempsteri (Barker, 1986)",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Celaenia calotoides Rainbow, 1908",,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Cercartetus concinnus (Gould, 1845)",,Animalia,Chordata,Mammalia,Diprotodontia,Burramyidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Cethegus fugax (Simon, 1908)",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Chalcites basalis (Horsfield, 1821)",,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Chalcites lucidus (Gmelin & JF, 1788)",,Animalia,Chordata,Aves,Cuculiformes,Cuculidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Cheiracanthium C.L. Koch, 1839",,Animalia,Arthropoda,Arachnida,Araneae,Cheiracanthiidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
Chilenophilidae,,Animalia,Arthropoda,Chilopoda,Geophilomorpha,Chilenophilidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Choerocoris variegatus Dallas, 1851",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Christinus marmoratus (Gray, 1845)",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Cicindela (Rivacindela) pseudotrepida Sumlin, 1997",,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Cicindela (Rivacindela) velox Sumlin, 1987",,Animalia,Arthropoda,Insecta,Coleoptera,"Carabidae Latreille, 1802",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Cincloramphus mathewsi Iredale, 1911",,Animalia,Chordata,Aves,Passeriformes,Sylviidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Climacteris rufus Gould, 1841",,Animalia,Chordata,Aves,Passeriformes,Climacteridae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Coccinella transversalis Fabricius, 1781",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Coleotichus costatus (Fabricius, 1787)",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Colluricincla harmonica (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Pachycephalidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Conothele Thorell, 1878",,Animalia,Arthropoda,Arachnida,Araneae,Halonoproctidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Coptotermes acinaciformis (Froggatt, 1898)",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Coracina novaehollandiae (Gmelin, 1789)",,Animalia,Chordata,Aves,Passeriformes,Campephagidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Corvus coronoides Vigors & Horsfield, 1827",,Animalia,Chordata,Aves,Passeriformes,Corvidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Cracticus nigrogularis (Gould, 1837)",,Animalia,Chordata,Aves,Passeriformes,Artamidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Cracticus torquatus (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Artamidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Crenadactylus ocellatus (Gray, 1845)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Cryptoblepharus buchananii (Gray, 1838)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Ctenophorus chapmani (Storr, 1977)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Ctenophorus cristatus (Gray, 1841)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Ctenophorus reticulatus (Gray, 1845)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Ctenophorus salinarum (Storr, 1966)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Ctenophorus scutulatus (Stirling & Zietz, 1893)",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Ctenotus atlas Storr, 1969",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Ctenotus uber uber Storr, 1969",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Cyclodomorphus melanops elongatus (Werner, 1910)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Delma australis Kluge, 1974",,Animalia,Chordata,Reptilia,Squamata,Pygopodidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Diphucrania Dejean, 1833",,Animalia,Arthropoda,Insecta,Coleoptera,Buprestidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Diplodactylus granariensis granariensis Storr, 1979",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Diplodactylus pulcher Steindachner, 1870",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Dolophones Walckenaer, 1837",,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Drepanotermes perniger (Froggatt, 1898)",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Egernia formosa Fry, 1914",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Eopsaltria griseogularis Gould, 1838",,Animalia,Chordata,Aves,Passeriformes,Petroicidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
Eremophilacoris,,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Eretes australis (Erichson, 1842)",,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Euphanta munda (Walker, 1851)",,Animalia,Arthropoda,Insecta,Hemiptera,Flatidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
Euryglossa,,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Euryglossina (Euryglossina) Cockerell, 1910",,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Euryglossina (Euryglossina) argocephala Exley, 1968",,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Euryglossina (Euryglossina) douglasi Exley, 1968",,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Euryglossula fultoni (Cockerell, 1913)",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Everardia picta Gross, 1975",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Exoneurella tridentata (Houston, 1976)",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Falco berigora Vigors & Horsfield, 1827",,Animalia,Chordata,Aves,Falconiformes,Falconidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Falco peregrinus macropus Swainson, 1837",Subsp. of OS,Animalia,Chordata,Aves,Falconiformes,Falconidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Gavicalis virescens (Vieillot, 1817)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Gehyra variegata (Duméril & Bibron, 1836)",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Gymnorhina tibicen (Latham, 1802)",,Animalia,Chordata,Aves,Passeriformes,Artamidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Helicoverpa punctigera (Wallengren, 1860)",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Heliothis punctifera Walker, 1857",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Hemiergis initialis initialis (Werner, 1910)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Hemisaga denticulata (White, 1841)",,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Heteronotia binoei (Gray, 1845)",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Heterotermes occiduus (Hill, 1927)",,Animalia,Arthropoda,Insecta,"Blattodea Brunner von Wattenwyl, 1882",Rhinotermitidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Hoggicosa Roewer, 1960",,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Hogna Simon, 1885",,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Hylaeus (Euprosopis) elegans (Smith, 1853)",,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Hylaeus (Prosopisteron) Cockerell, 1906",,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Hyleoides waterhousei Cockerell, 1913",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
Hymenoptera,,Animalia,Arthropoda,Insecta,Hymenoptera,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Idiosoma Ausserer, 1871",,Animalia,Arthropoda,Arachnida,Araneae,Idiopidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Iridomyrmex bicknelli Emery, 1898",,Animalia,Arthropoda,Insecta,Hymenoptera,"Formicidae Latreille, 1809",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Iridomyrmex chasei Forel, 1902",,Animalia,Arthropoda,Insecta,Hymenoptera,"Formicidae Latreille, 1809",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Iridomyrmex purpureus (Smith, 1858)",,Animalia,Arthropoda,Insecta,Hymenoptera,"Formicidae Latreille, 1809",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Isometroides Keyserling, 1885",,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
Kalkadoona,,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Lasioglossum (Chilalictus) smaragdinum Walker, 1995",,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
Lauxaniinae,,Animalia,Arthropoda,Insecta,Diptera,"Lauxaniidae Macquart, 1835",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Leipoa ocellata Gould, 1840",VU,Animalia,Chordata,Aves,Galliformes,Megapodiidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Lerista dorsalis Storr, 1985",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Lerista picturata (Fry, 1914)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Lerista timida (de Vis, 1888)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Lichmera indistincta (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Limnodynastes dorsalis (Gray, 1841)",,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Limnoxenus zealandicus (Broun, 1880)",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Liopholis multiscutata (Mitchell & Behrndt, 1949)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Lucasium maini (Kluge, 1962)",,Animalia,Chordata,Reptilia,Squamata,Diplodactylidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Lycosa salifodina McKay, 1976",,Animalia,,,,,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
Malachiinae,,Animalia,Arthropoda,Insecta,Coleoptera,Melyridae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Megacephala castelnaui Sloane, 1906",,Animalia,Arthropoda,Insecta,Coleoptera,"Carabidae Latreille, 1802",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Melithreptus brevirostris (Vigors & Horsfield, 1827)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Menetia greyii Gray, 1845",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Menneus quasimodo Kuntner & Opell, None",,Animalia,Arthropoda,Arachnida,Araneae,Deinopidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
Merimna,,Animalia,Arthropoda,Insecta,Coleoptera,"Buprestidae Leach, 1815",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Metaballus decticoides (Walker, 1869)",,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Metaballus frontalis (Walker, 1869)",,Animalia,Arthropoda,Insecta,Orthoptera,Tettigoniidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Miturgidae Simon, 1889",,Animalia,Arthropoda,Arachnida,Araneae,Miturgidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Moloch horridus Gray, 1841",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Morelia spilota imbricata (Smith, 1981)",,Animalia,Chordata,Reptilia,Squamata,Pythonidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Morethia obscura (Storr, 1973)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Mus musculus Linnaeus, 1758",,Animalia,Chordata,Mammalia,Rodentia,Muridae,alien,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Myrmecia nigriceps Mayr, 1862",,Animalia,Arthropoda,Insecta,Hymenoptera,"Formicidae Latreille, 1809",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Myrmecia varians Mayr, 1876",,Animalia,Arthropoda,Insecta,Hymenoptera,"Formicidae Latreille, 1809",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Necrobia rufipes (DeGeer, 1775)",,Animalia,Arthropoda,Insecta,Coleoptera,Cleridae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Neobatrachus albipes Roberts, Mahony, Kendrick & Majors, 1991",,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Neobatrachus aquilonius Martin, Tyler & Davies, 1980",,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Neobatrachus kunapalari Mahony & Roberts, 1986",,Animalia,Chordata,Amphibia,Anura,Limnodynastidae,native,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Neocuris Saunders, 1868",,Animalia,Arthropoda,Insecta,Coleoptera,"Buprestidae Leach, 1815",,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Neohavinthus pentatoma (Herrich-Schaeffer, 1853)",,Animalia,Arthropoda,Insecta,Hemiptera,Reduviidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Neosparassus Hogg, 1903",,Animalia,Arthropoda,Arachnida,Araneae,Sparassidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Neostorena Rainbow, 1914",,Animalia,Arthropoda,Arachnida,Araneae,Zodariidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Nesoptilotis leucotis (Latham & Günther, 1802)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
"Nesoptilotis leucotis novaenorciae (Milligan, 1904)",,Animalia,Chordata,Aves,Passeriformes,Meliphagidae,,"User defined circle: [[121.6478, -32.1019]] 20.0 km.",kingdoms: ['Animalia']
