Accepted name (dwc:acceptedNameUsage),Conservation code (dwc:threatStatus),Kingdom (dwc:kingdom),Phylum (dwc:phylum),Class (dwc:class),Order (dwc:order),Family (dwc:family),Native/introduced/feral (dwc:establishmentMeans),Search Area,Search Parameters
"Carepalxis L. Koch, 1872",,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,uncertain,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Cavasteron crassicalcar Baehr & Jocqué, 2000",,Animalia,Arthropoda,Arachnida,Araneae,Zodariidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Cethegus Thorell, 1881",,Animalia,Arthropoda,Arachnida,Araneae,Dipluridae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Clivina Latreille, 1802",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Coracina novaehollandiae (Gmelin, 1789)",,Animalia,Chordata,Aves,Passeriformes,Campephagidae,native,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Cosina maclachlani (van der Weele, 1904)",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Coturnix pectoralis Gould, 1837",,Animalia,Chordata,Aves,Galliformes,Phasianidae,native,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
Crabroninae,,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
Dentalacsa,,Animalia,Arthropoda,Insecta,Neuroptera,Ascalaphidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Dictyotus roei (Westwood, 1837)",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
Diptera,,Animalia,Arthropoda,Insecta,Diptera,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Dolophones Walckenaer, 1837",,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Fissuleon nigristriatus (New, 1985)",,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Forsterina Lehtinen, 1895",,Animalia,Arthropoda,Arachnida,Araneae,Desidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Gehyra montium Storr, 1982",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Gehyra purpurascens Storr, 1982",,Animalia,Chordata,Reptilia,Squamata,Gekkonidae,native,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
Glenoleon,,Animalia,Arthropoda,Insecta,Neuroptera,Myrmeleontidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Hemilychas alexandrinus (Hirst, 1911)",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Hoggicosa castanea (Hogg, 1905)",,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Hortophora biapicata (L. Koch, 1871)",,Animalia,Arthropoda,Arachnida,Araneae,Araneidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Hylaeus (Euprosopis) elegans (Smith, 1853)",,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Hylaeus (Rhodohylaeus) Michener, 1965",,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,mixed,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Hypaulax Bates, 1868",,Animalia,Arthropoda,Insecta,Coleoptera,Tenebrionidae,mixed,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Idiosoma Ausserer, 1871",,Animalia,Arthropoda,Arachnida,Araneae,Idiopidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Indolpium Hoff, 1945",,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Olpiidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Iridomyrmex rufoniger (Lowne, 1865)",,Animalia,Arthropoda,Insecta,Hymenoptera,"Formicidae Latreille, 1809",,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Isometroides Keyserling, 1885",,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Kapunda troughtoni (Distant, 1910)",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Knoelle clara (L. Koch, 1877)",,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Kwonkan Main, 1983",,Animalia,Arthropoda,Arachnida,Araneae,Anamidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Lasioglossum (Chilalictus) appositum (Rayment, 1939)",,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Lasioglossum (Chilalictus) chapmani (Cockerell, 1910)",,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Lasioglossum (Chilalictus) ebeneum Walker, 1995",,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Lasioglossum (Chilalictus) immaculatum Walker, 1995",,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Lasioglossum (Chilalictus) sororculum Walker, 1999",,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Lasioglossum (Chilalictus) vitripenne (Smith, 1879)",,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Lasioglossum (Homalictus) dotatum (Cockerell, 1924)",,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Leioproctus (Leioproctus) Smith, 1853",,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Leioproctus (Leioproctus) cupreus (Smith, 1853)",,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Ligyra sinuatifascia (Macquart, 1855)",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Lipotriches (Austronomia) Michener, 1965",,Animalia,Arthropoda,Insecta,Hymenoptera,Halictidae,mixed,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Lychas C.L. Koch, 1845",,Animalia,Arthropoda,Arachnida,Scorpiones,Buthidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Lycosa woonda McKay, 1979",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Megachile (Mitchellapis) Michener, 1965",,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Megachile aurifrons Smith, 1853",,Animalia,Arthropoda,Insecta,Hymenoptera,Megachilidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Megacmonotus magnus (McLachlan, 1871)",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Menetia greyii Gray, 1845",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
Merimna,,Animalia,Arthropoda,Insecta,Coleoptera,"Buprestidae Leach, 1815",,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Mestressa subfasciata (Banks, 1913)",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Mictis profana (Fabricius, 1803)",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Moloch horridus Gray, 1841",,Animalia,Chordata,Reptilia,Squamata,Agamidae,native,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Munjua paralutea Lambkin & Paramonov, 2003",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Myrmeleon acer Walker, 1853",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Myrmeleon pallidus (Esben-Petersen, 1918)",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Nacaduba biocellata biocellata (C. & R. Felder, 1865)",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
Neagenor,,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
Odonata,,Animalia,Arthropoda,Insecta,Odonata,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Ogyris amaryllis meridionalis Bethune-Baker, 1905",,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Oxyopes Latreille, 1804",,Animalia,Arthropoda,Arachnida,Araneae,Oxyopidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Pachyprosopis (Pachyprosopis) Perkins, 1908",,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,native,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Pachyprosopis (Pachyprosopula) xanthodonta (Cockerell, 1913)",,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Pachyprosopis Perkins, 1908",,Animalia,Arthropoda,Insecta,Hymenoptera,Colletidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Pelicinus Simon, None",,Animalia,Arthropoda,Arachnida,Araneae,Oonopidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Phorticosomus Schaum, 1863",,Animalia,Arthropoda,Insecta,Coleoptera,"Carabidae Latreille, 1802",,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
Pison,,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Proablepharus reginae (Glauert, 1960)",,Animalia,Chordata,Reptilia,Squamata,Scincidae,native,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Roebournea herridgeae Gross, 1976",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
Rutilia,,Animalia,Arthropoda,Insecta,Diptera,"Tachinidae Robineau-Desvoidy, 1830",,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
Stenotritus,,Animalia,Arthropoda,Insecta,Hymenoptera,Stenotritidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Synsphyronus Chamberlin, 1930",,Animalia,Arthropoda,Arachnida,Pseudoscorpiones,Garypidae,uncertain,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Tetragnatha demissa L. Koch, 1872",,Animalia,Arthropoda,Arachnida,Araneae,Tetragnathidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Theclinesthes miskini miskini (Lucas, 1889)",,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Trichonephila edulis (Labillardière, 1799)",,Animalia,Arthropoda,Arachnida,Araneae,Nephilidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Tumulitermes recalvus (Hill, 1942)",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Turrubulana plana Distant, 1910",,Animalia,,,,,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
"Urodacus Peters, 1861",,Animalia,Arthropoda,Arachnida,Scorpiones,Urodacidae,,"User defined circle: [[128.95983, -26.05681]] 20.0 km.",kingdoms: ['Animalia']
